,title,category,,
1628,Instructor-Worker Large Language Model System for Policy Recommendation: a Case Study on Air Quality Analysis of the January 2025 Los Angeles Wildfires,neither,,
1629,"Interacting with AI Reasoning Models: Harnessing ""Thoughts"" for AI-Driven Software Engineering",reasoning_improvement,,
1630,Grounded Chain-of-Thought for Multimodal Large Language Models,both,,
1631,VisEscape: A Benchmark for Evaluating Exploration-driven Decision-making in Virtual Escape Rooms,neither,,
1632,Safety Evaluation and Enhancement of DeepSeek Models in Chinese Contexts,neither,,
1633,Bridging Technology and Humanities: Evaluating the Impact of Large Language Models on Social Sciences Research with DeepSeek-R1,neither,,
1634,Underlying Semantic Diffusion for Effective and Efficient In-Context Learning,reasoning_improvement,,
1635,ProtTeX: Structure-In-Context Reasoning and Editing of Proteins with Large Language Models,reasoning_improvement,,
1636,DeepSeek-Inspired Exploration of RL-based LLMs and Synergy with Wireless Networks: A Survey,neither,,
1637,Time-R1: Post-Training Large Vision Language Model for Temporal Video Grounding,neither,,
1638,VideoMind: A Chain-of-LoRA Agent for Long Video Reasoning,reasoning_improvement,,
1639,MetaScale: Test-Time Scaling with Evolving Meta-Thoughts,reasoning_improvement,,
1640,One ruler to measure them all: Benchmarking multilingual long-context language models,neither,,
1641,HoT: Highlighted Chain of Thought for Referencing Supporting Facts from Inputs,reasoning_improvement,,
1642,LLM-TabFlow: Synthetic Tabular Data Generation with Inter-column Logical Relationship Preservation,neither,,
1643,Superficial Self-Improved Reasoners Benefit from Model Merging,reasoning_improvement,,
1644,AI-native Memory 2.0: Second Me,neither,,
1645,Sun-Shine: A Foundation Large Language Model for Tibetan Culture and Heritage,neither,,
1646,DeepFund: Will LLM be Professional at Fund Investment? A Live Arena Perspective,neither,,
1647,Extending Silicon Lifetime: A Review of Design Techniques for Reliable Integrated Circuits,neither,,
1648,Insight-RAG: Enhancing LLMs with Insight-Driven Augmentation,reasoning_improvement,,
1649,Adaptively profiling models with task elicitation,neither,,
1650,SCoRE: Benchmarking Long-Chain Reasoning in Commonsense Scenarios,reasoning_improvement,,
1651,LLMs are Bug Replicators: An Empirical Study on LLMs' Capability in Completing Bug-prone Code,neither,,
1652,TLUE: A Tibetan Language Understanding Evaluation Benchmark,neither,,
1653,Superalignment with Dynamic Human Values,reasoning_improvement,,
1654,Reinforcement Learning for Reasoning in Small LLMs: What Works and What Doesn't,reasoning_improvement,,
1655,OThink-MR1: Stimulating multimodal generalized reasoning capabilities via dynamic reinforcement learning,reasoning_improvement,,
1656,Fin-R1: A Large Language Model for Financial Reasoning through Reinforcement Learning,reasoning_improvement,,
1657,Think or Not Think: A Study of Explicit Thinking in Rule-Based Visual Reinforcement Fine-Tuning,reasoning_improvement,,
1658,Can Large Language Models Predict Associations Among Human Attitudes?,neither,,
1659,Model Hemorrhage and the Robustness Limits of Large Language Models,neither,,
1660,InteractiveSurvey: An LLM-based Personalized and Interactive Survey Paper Generation System,neither,,
1661,An evaluation of DeepSeek Models in Biomedical Natural Language Processing,neither,,
1662,OptMetaOpenFOAM: Large Language Model Driven Chain of Thought for Sensitivity Analysis and Parameter Optimization based on CFD,both,,
1663,Detecting Stylistic Fingerprints of Large Language Models,neither,,
1664,Using (Not so) Large Language Models for Generating Simulation Models in a Formal DSL -- A Study on Reaction Networks,neither,,
1665,Beyond the Destination: A Novel Benchmark for Exploration-Aware Embodied Question Answering,neither,,
1666,Combinatorial Optimization for All: Using LLMs to Aid Non-Experts in Improving Optimization Algorithms,reasoning_improvement,,
1667,Can Large Reasoning Models do Analogical Reasoning under Perceptual Uncertainty?,reasoning_improvement,,
1668,TxAgent: An AI Agent for Therapeutic Reasoning Across a Universe of Tools,reasoning_improvement,,
1669,LAG-MMLU: Benchmarking Frontier LLM Understanding in Latvian and Giriama,neither,,
1670,PLM: Efficient Peripheral Language Models Hardware-Co-Designed for Ubiquitous Computing,neither,,
1671,RePanda: Pandas-powered Tabular Verification and Reasoning,reasoning_improvement,,
1672,DNR Bench: Benchmarking Over-Reasoning in Reasoning LLMs,chain_of_thought_reduction,,
1673,Human or LLM? A Comparative Study on Accessible Code Generation Capability,neither,,
1674,SEAlign: Alignment Training for Software Engineering Agent,neither,,
1675,MetaSpatial: Reinforcing 3D Spatial Reasoning in VLMs for the Metaverse,reasoning_improvement,,
1676,A Theoretical Framework for Prompt Engineering: Approximating Smooth Functions with Transformer Prompts,neither,,
1677,RALLRec+: Retrieval Augmented Large Language Model Recommendation with Reasoning,reasoning_improvement,,
1678,U-NIAH: Unified RAG and LLM Evaluation for Long Context Needle-In-A-Haystack,reasoning_improvement,,
1679,Rewarding Curse: Analyze and Mitigate Reward Modeling Issues for LLM Reasoning,reasoning_improvement,,
1680,3DAxisPrompt: Promoting the 3D Grounding and Reasoning in GPT-4o,reasoning_improvement,,
1681,Experience Retrieval-Augmentation with Electronic Health Records Enables Accurate Discharge QA,neither,,
1682,Can Multi-modal (reasoning) LLMs work as deepfake detectors?,neither,,
1683,Bridging the Dimensional Chasm: Uncover Layer-wise Dimensional Reduction in Transformers through Token Correlation,neither,,
1684,ActionStudio: A Lightweight Framework for Data and Training of Large Action Models,neither,,
1685,Think Before Recommend: Unleashing the Latent Reasoning Power for Sequential Recommendation,reasoning_improvement,,
1686,Q-Insight: Understanding Image Quality via Visual Reinforcement Learning,neither,,
1687,Challenges and Paths Towards AI for Software Engineering,neither,,
1688,SQuat: Subspace-orthogonal KV Cache Quantization,neither,,
1689,Rec-R1: Bridging Generative Large Language Models and User-Centric Recommendation Systems via Reinforcement Learning,neither,,
1690,Revealing Hidden Mechanisms of Cross-Country Content Moderation with Natural Language Processing,neither,,
1691,ARbiter: Generating Dialogue Options and Communication Support in Augmented Reality,neither,,
1692,Implicit Reasoning in Transformers is Reasoning through Shortcuts,reasoning_improvement,,
1693,Code-Driven Inductive Synthesis: Enhancing Reasoning Abilities of Large Language Models with Sequences,reasoning_improvement,,
1694,MindEye-OmniAssist: A Gaze-Driven LLM-Enhanced Assistive Robot System for Implicit Intention Recognition and Task Execution,neither,,
1695,Open-Reasoner-Zero: An Open Source Approach to Scaling Up Reinforcement Learning on the Base Model,neither,,
1696,Query and Conquer: Execution-Guided SQL Generation,neither,,
1697,CrossWordBench: Evaluating the Reasoning Capabilities of LLMs and LVLMs with Controllable Puzzle Generation,reasoning_improvement,,
1698,Effectively Controlling Reasoning Models through Thinking Intervention,reasoning_improvement,,
1699,JudgeLRM: Large Reasoning Models as a Judge,reasoning_improvement,,
1700,FinTMMBench: Benchmarking Temporal-Aware Multi-Modal RAG in Finance,neither,,
1701,Boosting the Generalization and Reasoning of Vision Language Models with Curriculum Reinforcement Learning,reasoning_improvement,,
1702,DistiLLM-2: A Contrastive Approach Boosts the Distillation of LLMs,neither,,
1703,HELM: Human-Preferred Exploration with Language Models,neither,,
1704,ReviewAgents: Bridging the Gap Between Human and AI-Generated Paper Reviews,neither,,
1705,Pushing the boundaries of Structure-Based Drug Design through Collaboration with Large Language Models,neither,,
1706,Can Frontier LLMs Replace Annotators in Biomedical Text Mining? Analyzing Challenges and Exploring Solutions,neither,,
1707,Quantifying the Reasoning Abilities of LLMs on Real-world Clinical Cases,reasoning_improvement,,
1708,L1: Controlling How Long A Reasoning Model Thinks With Reinforcement Learning,chain_of_thought_reduction,,
1709,What do Large Language Models Say About Animals? Investigating Risks of Animal Harm in Generated Text,neither,,
1710,LightPlanner: Unleashing the Reasoning Capabilities of Lightweight Large Language Models in Task Planning,reasoning_improvement,,
1711,SPECTra: Scalable Multi-Agent Reinforcement Learning with Permutation-Free Networks,neither,,
1712,ThinkPatterns-21k: A Systematic Study on the Impact of Thinking Patterns in LLMs,reasoning_improvement,,
1713,Efficient but Vulnerable: Benchmarking and Defending LLM Batch Prompting Attack,neither,,
1714,Advancing Mobile GUI Agents: A Verifier-Driven Approach to Practical Deployment,neither,,
1715,Vision-R1: Evolving Human-Free Alignment in Large Vision-Language Models via Vision-Guided Reinforcement Learning,neither,,
1716,Won: Establishing Best Practices for Korean Financial NLP,neither,,
1717,Payload-Aware Intrusion Detection with CMAE and Large Language Models,neither,,
1718,Prompting is Not All You Need! Evaluating LLM Agent Simulation Methodologies with Real-World Online Customer Behavior Data,neither,,
1719,Optimal Scaling Laws for Efficiency Gains in a Theoretical Transformer-Augmented Sectional MoE Framework,neither,,
1720,"Sane, Soham",neither,,
1721,Reason-RFT: Reinforcement Fine-Tuning for Visual Reasoning,reasoning_improvement,,
1722,Evaluating Personalized Tool-Augmented LLMs from the Perspectives of Personalization and Proactivity,neither,,
1723,Mark Your LLM: Detecting the Misuse of Open-Source Large Language Models via Watermarking,neither,,
1724,Towards Next-Generation Recommender Systems: A Benchmark for Personalized Recommendation Assistant with LLMs,neither,,
1725,Think Like Human Developers: Harnessing Community Knowledge for Structured Code Reasoning,reasoning_improvement,,
1726,Prada: Black-Box LLM Adaptation with Private Data on Resource-Constrained Devices,neither,,
1727,FAVOR-Bench: A Comprehensive Benchmark for Fine-Grained Video Motion Understanding,neither,,
1728,Bayesian Teaching Enables Probabilistic Reasoning in Large Language Models,reasoning_improvement,,
1729,Evaluating Clinical Competencies of Large Language Models with a General Practice Benchmark,neither,,
1730,Reinforcement Learning is all You Need,reasoning_improvement,,
1731,"Lian, Yongsheng",neither,,
1732,SciVerse: Unveiling the Knowledge Comprehension and Visual Reasoning of LMMs on Multi-modal Scientific Problems,reasoning_improvement,,
1733,Rewards Are Enough for Fast Photo-Realistic Text-to-image Generation,neither,,
1734,Don't lie to your friends: Learning what you know from collaborative self-play,reasoning_improvement,,
1735,WritingBench: A Comprehensive Benchmark for Generative Writing,neither,,
1736,Optimizing LLM Inference Throughput via Memory-aware and SLA-constrained Dynamic Batching,neither,,
1737,The Society of HiveMind: Multi-Agent Optimization of Foundation Model Swarms to Unlock the Potential of Collective Intelligence,reasoning_improvement,,
1738,VisualPRM: An Effective Process Reward Model for Multimodal Reasoning,reasoning_improvement,,
1739,G-Boost: Boosting Private SLMs with General LLMs,neither,,
1740,Collaborative Speculative Inference for Efficient LLM Inference Serving,chain_of_thought_reduction,,
1741,Does Context Matter? ContextualJudgeBench for Evaluating LLM-based Judges in Contextual Settings,neither,,
1742,"Good Actions Succeed, Bad Actions Generalize: A Case Study on Why RL Generalizes Better",reasoning_improvement,,
1743,Long Is More Important Than Difficult for Training Reasoning Models,reasoning_improvement,,
1744,Mind with Eyes: from Language Reasoning to Multimodal Reasoning,reasoning_improvement,,
1745,OmniScience: A Domain-Specialized LLM for Scientific Reasoning and Discovery,reasoning_improvement,,
1746,Think Twice: Enhancing LLM Reasoning by Scaling Multi-round Test-time Thinking,reasoning_improvement,,
1747,"Agentic Large Language Models, a survey",neither,,
1748,UI-R1: Enhancing Efficient Action Prediction of GUI Agents by Reinforcement Learning,neither,,
1749,KidneyTalk-open: No-code Deployment of a Private Large Language Model with Medical Documentation-Enhanced Knowledge Database for Kidney Disease,neither,,
1750,Learning Generalizable Language-Conditioned Cloth Manipulation from Long Demonstrations,neither,,
1751,Generalized Interpolating Discrete Diffusion,neither,,
1752,Search-R1: Training LLMs to Reason and Leverage Search Engines with Reinforcement Learning,reasoning_improvement,,
1753,Enhancing LLM Reasoning with Iterative DPO: A Comprehensive Empirical Investigation,reasoning_improvement,,
1754,Reasoning Effort and Problem Complexity: A Scaling Analysis in LLMs,reasoning_improvement,,
1755,ComfyGPT: A Self-Optimizing Multi-Agent System for Comprehensive ComfyUI Workflow Generation,neither,,
1756,ExCoT: Optimizing Reasoning for Text-to-SQL with Execution Feedback,reasoning_improvement,,
1757,Unlocking Efficient Long-to-Short LLM Reasoning with Model Merging,chain_of_thought_reduction,,
1758,Understanding R1-Zero-Like Training: A Critical Perspective,neither,,
1759,Factored Agents: Decoupling In-Context Learning and Memorization for Robust Tool Use,neither,,
1760,Exploring the Effect of Reinforcement Learning on Video Understanding: Insights from SEED-Bench-R1,neither,,
1761,Harnessing the Reasoning Economy: A Survey of Efficient Reasoning for Large Language Models,both,,
