Team Cohere, :, Aakanksha and 227 more,neither
Debating for Better Reasoning: An Unsupervised Multimodal Approach,reasoning_improvement,,
Two Experts Are All You Need for Steering Thinking: Reinforcing Cognitive Effort in MoE Reasoning Models Without Additional Training,reasoning_improvement,,
Revisiting Overthinking in Long Chain-of-Thought from the Perspective of Self-Doubt,reasoning_improvement,,
GAM-Agent: Game-Theoretic and Uncertainty-Aware Collaboration for Complex Visual Reasoning,reasoning_improvement,,
Qwen Look Again: Guiding Vision-Language Reasoning Models to Re-attention Visual Information,reasoning_improvement,,
Data Whisperer: Efficient Data Selection for Task-Specific LLM Fine-Tuning via Few-Shot In-Context Learning,reasoning_improvement,,
LogicOCR: Do Your Large Multimodal Models Excel at Logical Reasoning on Text-Rich Images?,reasoning_improvement,,
Reward Reasoning Model,reasoning_improvement,,
TinyV: Reducing False Negatives in Verification Improves RL for LLM Reasoning,reasoning_improvement,,
Visionary-R1: Mitigating Shortcuts in Visual Reasoning with Reinforcement Learning,reasoning_improvement,,
Think Only When You Need with Large Hybrid-Reasoning Models,reasoning_improvement,,
Mind the Gap: Bridging Thought Leap for Improved Chain-of-Thought Tuning,reasoning_improvement,,
Deciphering Trajectory-Aided LLM Reasoning: An Optimization Perspective,reasoning_improvement,,
Enigmata: Scaling Logical Reasoning in Large Language Models with Synthetic Verifiable Puzzles,reasoning_improvement,,
Interleaved Reasoning for Large Language Models via Reinforcement Learning,reasoning_improvement,,
SMART: Self-Generating and Self-Validating Multi-Dimensional Assessment for LLMs' Mathematical Problem Solving,reasoning_improvement,,
Not All Tokens Are What You Need In Thinking,reasoning_improvement,,
What Makes a Good Reasoning Chain? Uncovering Structural Patterns in Long Chain-of-Thought Reasoning,reasoning_improvement,,
Mixture of Sparse Attention: Content-Based Learnable Sparse Attention via Expert-Choice Routing,reasoning_improvement,,
Enhancing LLMs' Clinical Reasoning with Real-World Data from a Nationwide Sepsis Registry,reasoning_improvement,,
A Survey of Slow Thinking-based Reasoning LLMs using Reinforced Learning and Inference-time Scaling Law,reasoning_improvement,,
When Can Large Reasoning Models Save Thinking? Mechanistic Analysis of Behavioral Divergence in Reasoning,reasoning_improvement,,
StepSearch: Igniting LLMs Search Ability via Step-Wise Proximal Policy Optimization,reasoning_improvement,,
RoT: Enhancing Table Reasoning with Iterative Row-Wise Traversals,reasoning_improvement,,
RL Tango: Reinforcing Generator and Verifier Together for Language Reasoning,reasoning_improvement,,
FOL-Pretrain: A complexity annotated corpus of first-order logic,reasoning_improvement,,
G1: Teaching LLMs to Reason on Graphs with Reinforcement Learning,reasoning_improvement,,
Beyond Prompt Engineering: Robust Behavior Control in LLMs via Steering Target Atoms,reasoning_improvement,,
Absolute Zero: Reinforced Self-play Reasoning with Zero Data,reasoning_improvement,,
VCRBench: Exploring Long-form Causal Reasoning Capabilities of Large Video Language Models,reasoning_improvement,,
Learning from Peers in Reasoning Models,reasoning_improvement,,
CSC-SQL: Corrective Self-Consistency in Text-to-SQL via Reinforcement Learning,reasoning_improvement,,
EchoInk-R1: Exploring Audio-Visual Reasoning in Multimodal LLMs via Reinforcement Learning,reasoning_improvement,,
Incentivizing Strong Reasoning from Weak Supervision,reasoning_improvement,,
Guided by Gut: Efficient Test-Time Scaling with Reinforced Intrinsic Confidence,reasoning_improvement,,
Search and Refine During Think: Autonomous Retrieval-Augmented Reasoning of LLMs,reasoning_improvement,,
On Next-Token Prediction in LLMs: How End Goals Determine the Consistency of Decoding Algorithms,reasoning_improvement,,
Patho-R1: A Multimodal Reinforcement Learning-Based Pathology Expert Reasoner,reasoning_improvement,,
Visual Planning: Let's Think Only with Images,reasoning_improvement,,
ReEx-SQL: Reasoning with Execution-Aware Reinforcement Learning for Text-to-SQL,reasoning_improvement,,
VisualQuality-R1: Reasoning-Induced Image Quality Assessment via Reinforcement Learning to Rank,reasoning_improvement,,
FormalMATH: Benchmarking Formal Mathematical Reasoning of Large Language Models,reasoning_improvement,,
Learning to Rank Chain-of-Thought: An Energy-Based Approach with Outcome Supervision,reasoning_improvement,,
Plan and Budget: Effective and Efficient Test-Time Scaling on Large Language Model Reasoning,reasoning_improvement,,
EULER: Enhancing the Reasoning Ability of Large Language Models through Error-Induced Learning,reasoning_improvement,,
R2R: Efficiently Navigating Divergent Reasoning Paths with Small-Large Model Token Routing,reasoning_improvement,,
CombiBench: Benchmarking LLM Capability for Combinatorial Mathematics,reasoning_improvement,,
RobotxR1: Enabling Embodied Robotic Intelligence on Large Language Models through Closed-Loop Reinforcement Learning,reasoning_improvement,,
X-Reasoner: Towards Generalizable Reasoning Across Modalities and Domains,reasoning_improvement,,
Shadow Wireless Intelligence: Large Language Model-Driven Reasoning in Covert Communications,reasoning_improvement,,
Scalable LLM Math Reasoning Acceleration with Low-rank Distillation,reasoning_improvement,,
Time-R1: Towards Comprehensive Temporal Reasoning in LLMs,reasoning_improvement,,
AdaptThink: Reasoning Models Can Learn When to Think,reasoning_improvement,,
HALO: Hierarchical Autonomous Logic-Oriented Orchestration for Multi-Agent LLM Systems,reasoning_improvement,,
MM-PRM: Enhancing Multimodal Mathematical Reasoning with Scalable Step-Level Supervision,reasoning_improvement,,
Thought calibration: Efficient and confident test-time scaling,reasoning_improvement,,
Iterative Self-Incentivization Empowers Large Language Models as Agentic Searchers,reasoning_improvement,,
Are Language Models Consequentialist or Deontological Moral Reasoners?,reasoning_improvement,,
Reinforcing General Reasoning without Verifiers,reasoning_improvement,,
AC-Reason: Towards Theory-Guided Actual Causality Reasoning with Large Language Models,reasoning_improvement,,
MiMo: Unlocking the Reasoning Potential of Language Model -- From Pretraining to Posttraining,reasoning_improvement,,
LLM-BABYBENCH: Understanding and Evaluating Grounded Planning and Reasoning in LLMs,reasoning_improvement,,
Vad-R1: Towards Video Anomaly Reasoning via Perception-to-Cognition Chain-of-Thought,reasoning_improvement,,
Point-RFT: Improving Multimodal Reasoning with Visually Grounded Reinforcement Finetuning,reasoning_improvement,,
Fostering Video Reasoning via Next-Event Prediction,reasoning_improvement,,
Compensating for Data with Reasoning: Low-Resource Machine Translation with LLMs,reasoning_improvement,,
Image Aesthetic Reasoning: A New Benchmark for Medical Image Screening with MLLMs,reasoning_improvement,,
Stable Reinforcement Learning for Efficient Reasoning,reasoning_improvement,,
Unveiling the Compositional Ability Gap in Vision-Language Reasoning Model,reasoning_improvement,,
"Don't ""Overthink"" Passage Reranking: Is Reasoning Truly Necessary?",reasoning_improvement,,
OpenThinkIMG: Learning to Think with Images via Visual Tool Reinforcement Learning,reasoning_improvement,,
Self-Reasoning Language Models: Unfold Hidden Reasoning Chains with Few Reasoning Catalyst,reasoning_improvement,,
KORGym: A Dynamic Game Platform for LLM Reasoning Evaluation,reasoning_improvement,,
Reinforcement Learning vs. Distillation: Understanding Accuracy and Capability in LLM Reasoning,reasoning_improvement,,
Beyond the First Error: Process Reward Models for Reflective Mathematical Reasoning,reasoning_improvement,,
Scalable Chain of Thoughts via Elastic Reasoning,reasoning_improvement,,
Beyond Safe Answers: A Benchmark for Evaluating True Risk Awareness in Large Reasoning Models,reasoning_improvement,,
REARANK: Reasoning Re-ranking Agent via Reinforcement Learning,reasoning_improvement,,
The Entropy Mechanism of Reinforcement Learning for Reasoning Language Models,reasoning_improvement,,
Scaling Reasoning without Attention,reasoning_improvement,,
"Decomposing Elements of Problem Solving: What ""Math"" Does RL Teach?",reasoning_improvement,,
From Problem-Solving to Teaching Problem-Solving: Aligning LLMs with Pedagogy using Reinforcement Learning,reasoning_improvement,,
LENS: Multi-level Evaluation of Multimodal Reasoning with Large Language Models,reasoning_improvement,,
NeuSym-RAG: Hybrid Neural Symbolic Retrieval with Multiview Structuring for PDF Question Answering,reasoning_improvement,,
Efficient Reasoning via Chain of Unconscious Thought,reasoning_improvement,,
Divide and Conquer: Grounding LLMs as Efficient Decision-Making Agents via Offline Hierarchical Reinforcement Learning,reasoning_improvement,,
Why Distillation can Outperform Zero-RL: The Role of Flexible Reasoning,reasoning_improvement,,
Optimal Post-Hoc Theorizing,reasoning_improvement,,
Reinforcing the Diffusion Chain of Lateral Thought with Diffusion Language Models,reasoning_improvement,,
MUSEG: Reinforcing Video Temporal Understanding via Timestamp-Aware Multi-Segment Grounding,reasoning_improvement,,
LifelongAgentBench: Evaluating LLM Agents as Lifelong Learners,reasoning_improvement,,
Aux-Think: Exploring Reasoning Strategies for Data-Efficient Vision-Language Navigation,reasoning_improvement,,
USTBench: Benchmarking and Dissecting Spatiotemporal Reasoning of LLMs as Urban Agents,reasoning_improvement,,
MINERVA: Evaluating Complex Video Reasoning,reasoning_improvement,,
DisCO: Reinforcing Large Reasoning Models with Discriminative Constrained Optimization,reasoning_improvement,,
Success is in the Details: Evaluate and Enhance Details Sensitivity of Code LLMs through Counterfactuals,reasoning_improvement,,
Rank-K: Test-Time Reasoning for Listwise Reranking,reasoning_improvement,,
Enhancing Visual Grounding for GUI Agents via Self-Evolutionary Reinforcement Learning,reasoning_improvement,,
Ineq-Comp: Benchmarking Human-Intuitive Compositional Reasoning in Automated Theorem Proving on Inequalities,reasoning_improvement,,
Rethinking the Sampling Criteria in Reinforcement Learning for LLM Reasoning: A Competence-Difficulty Alignment Perspective,reasoning_improvement,,
GeoGramBench: Benchmarking the Geometric Program Reasoning in Modern LLMs,reasoning_improvement,,
R1-Code-Interpreter: Training LLMs to Reason with Code via Supervised and Reinforcement Learning,reasoning_improvement,,
Incentivizing Multimodal Reasoning in Large Models for Direct Robot Manipulation,reasoning_improvement,,
Observe-R1: Unlocking Reasoning Abilities of MLLMs with Dynamic Progressive Reinforcement Learning,reasoning_improvement,,
R-TOFU: Unlearning in Large Reasoning Models,reasoning_improvement,,
When to Continue Thinking: Adaptive Thinking Mode Switching for Efficient Reasoning,reasoning_improvement,,
When Do LLMs Admit Their Mistakes? Understanding the Role of Model Belief in Retraction,reasoning_improvement,,
Think-RM: Enabling Long-Horizon Reasoning in Generative Reward Models,reasoning_improvement,,
Bridging Supervised Learning and Reinforcement Learning in Math Reasoning,reasoning_improvement,,
From Token to Action: State Machine Reasoning to Mitigate Overthinking in Information Retrieval,reasoning_improvement,,
Enhancing Study-Level Inference from Clinical Trial Papers via RL-based Numeric Reasoning,reasoning_improvement,,
VideoRFT: Incentivizing Video Reasoning Capability in MLLMs via Reinforced Fine-Tuning,reasoning_improvement,,
SGDPO: Self-Guided Direct Preference Optimization for Language Model Alignment,reasoning_improvement,,
General-Reasoner: Advancing LLM Reasoning Across All Domains,reasoning_improvement,,
SAFEPATH: Preventing Harmful Reasoning in Chain-of-Thought via Early Alignment,reasoning_improvement,,
SATBench: Benchmarking LLMs' Logical Reasoning via Automated Puzzle Generation from SAT Formulas,reasoning_improvement,,
"Arctic-Text2SQL-R1: Simple Rewards, Strong Reasoning in Text-to-SQL",reasoning_improvement,,
Def-DTS: Deductive Reasoning for Open-domain Dialogue Topic Segmentation,reasoning_improvement,,
Step-Wise Formal Verification for LLM-Based Mathematical Problem Solving,reasoning_improvement,,
ER-REASON: A Benchmark Dataset for LLM-Based Clinical Reasoning in the Emergency Room,reasoning_improvement,,
AdaSTaR: Adaptive Data Sampling for Training Self-Taught Reasoners,reasoning_improvement,,
"Divide-Fuse-Conquer: Eliciting ""Aha Moments"" in Multi-Scenario Games",reasoning_improvement,,
Training-Free Reasoning and Reflection in MLLMs,reasoning_improvement,,
"Three Minds, One Legend: Jailbreak Large Reasoning Model with Adaptive Stacked Ciphers",reasoning_improvement,,
ReflectEvo: Improving Meta Introspection of Small LLMs by Learning Self-Reflection,reasoning_improvement,,
Training with Pseudo-Code for Instruction Following,reasoning_improvement,,
VeriThinker: Learning to Verify Makes Reasoning Model Efficient,reasoning_improvement,,
Beyond Distillation: Pushing the Limits of Medical LLM Reasoning with Minimalist Rule-Based RL,reasoning_improvement,,
